"TIME","GEO","GEO_LABEL","SEX","AGE","UNIT","Value","Flag and Footnotes"
"2016","AT33","Tirol","Females","Less than 1 year","Year","84.9",""
"2016","AT34","Vorarlberg","Total","Less than 1 year","Year","82.7",""
"2016","AT34","Vorarlberg","Males","Less than 1 year","Year","80.4",""
"2016","AT34","Vorarlberg","Females","Less than 1 year","Year","84.9",""
"2016","PL","Poland","Total","Less than 1 year","Year","78.0",""
"2016","PL","Poland","Males","Less than 1 year","Year","73.9",""
"2016","PL","Poland","Females","Less than 1 year","Year","82.0",""
"2016","PL1","Region Centralny (NUTS 2013)","Total","Less than 1 year","Year","77.8",""
"2016","PL1","Region Centralny (NUTS 2013)","Males","Less than 1 year","Year","73.4",""
"2016","PL1","Region Centralny (NUTS 2013)","Females","Less than 1 year","Year","82.0",""
"2016","PL11","Lódzkie (NUTS 2013)","Total","Less than 1 year","Year","76.5",""
"2016","PL11","Lódzkie (NUTS 2013)","Males","Less than 1 year","Year","72.0",""
"2016","PL11","Lódzkie (NUTS 2013)","Females","Less than 1 year","Year","80.9",""
"2016","PL12","Mazowieckie (NUTS 2013)","Total","Less than 1 year","Year","78.4",""
"2016","PL12","Mazowieckie (NUTS 2013)","Males","Less than 1 year","Year","74.2",""
"2016","PL12","Mazowieckie (NUTS 2013)","Females","Less than 1 year","Year","82.5",""
"2016","PL2","Makroregion Poludniowy","Total","Less than 1 year","Year","78.1",""
"2016","PL2","Makroregion Poludniowy","Males","Less than 1 year","Year","74.3",""
"2016","PL2","Makroregion Poludniowy","Females","Less than 1 year","Year","81.9",""
"2016","PL21","Malopolskie","Total","Less than 1 year","Year","79.3",""
"2016","PL21","Malopolskie","Males","Less than 1 year","Year","75.3",""
"2016","PL21","Malopolskie","Females","Less than 1 year","Year","83.1",""
"2016","PL22","Slaskie","Total","Less than 1 year","Year","77.4",""
"2016","PL22","Slaskie","Males","Less than 1 year","Year","73.6",""
"2016","PL22","Slaskie","Females","Less than 1 year","Year","81.1",""
"2016","PL3","Region Wschodni (NUTS 2013)","Total","Less than 1 year","Year","78.5",""
"2016","PL3","Region Wschodni (NUTS 2013)","Males","Less than 1 year","Year","74.2",""
"2016","PL3","Region Wschodni (NUTS 2013)","Females","Less than 1 year","Year","82.9",""
"2016","PL31","Lubelskie (NUTS 2013)","Total","Less than 1 year","Year","78.2",""
"2016","PL31","Lubelskie (NUTS 2013)","Males","Less than 1 year","Year","73.6",""
"2016","PL31","Lubelskie (NUTS 2013)","Females","Less than 1 year","Year","83.0",""
"2016","PL32","Podkarpackie (NUTS 2013)","Total","Less than 1 year","Year","79.2",""
"2016","PL32","Podkarpackie (NUTS 2013)","Males","Less than 1 year","Year","75.3",""
"2016","PL32","Podkarpackie (NUTS 2013)","Females","Less than 1 year","Year","83.1",""
"2016","PL33","Swietokrzyskie (NUTS 2013)","Total","Less than 1 year","Year","77.9",""
"2016","PL33","Swietokrzyskie (NUTS 2013)","Males","Less than 1 year","Year","73.6",""
"2016","PL33","Swietokrzyskie (NUTS 2013)","Females","Less than 1 year","Year","82.3",""
"2016","PL34","Podlaskie (NUTS 2013)","Total","Less than 1 year","Year","78.4",""
"2016","PL34","Podlaskie (NUTS 2013)","Males","Less than 1 year","Year","73.9",""
"2016","PL34","Podlaskie (NUTS 2013)","Females","Less than 1 year","Year","83.1",""
"2016","PL4","Makroregion Pólnocno-Zachodni","Total","Less than 1 year","Year","77.8",""
"2016","PL4","Makroregion Pólnocno-Zachodni","Males","Less than 1 year","Year","73.7",""
"2016","PL4","Makroregion Pólnocno-Zachodni","Females","Less than 1 year","Year","81.8",""
"2016","PL41","Wielkopolskie","Total","Less than 1 year","Year","78.0",""
"2016","PL41","Wielkopolskie","Males","Less than 1 year","Year","74.1",""
"2016","PL41","Wielkopolskie","Females","Less than 1 year","Year","81.7",""
"2016","PL42","Zachodniopomorskie","Total","Less than 1 year","Year","77.7",""
"2016","PL42","Zachodniopomorskie","Males","Less than 1 year","Year","73.4",""
"2016","PL42","Zachodniopomorskie","Females","Less than 1 year","Year","82.0",""
"2016","PL43","Lubuskie","Total","Less than 1 year","Year","77.4",""
"2016","PL43","Lubuskie","Males","Less than 1 year","Year","72.9",""
"2016","PL43","Lubuskie","Females","Less than 1 year","Year","81.8",""
"2016","PL5","Makroregion Poludniowo-Zachodni","Total","Less than 1 year","Year","77.8",""
"2016","PL5","Makroregion Poludniowo-Zachodni","Males","Less than 1 year","Year","73.7",""
"2016","PL5","Makroregion Poludniowo-Zachodni","Females","Less than 1 year","Year","81.8",""
"2016","PL51","Dolnoslaskie","Total","Less than 1 year","Year","77.7",""
"2016","PL51","Dolnoslaskie","Males","Less than 1 year","Year","73.5",""
"2016","PL51","Dolnoslaskie","Females","Less than 1 year","Year","81.7",""
"2016","PL52","Opolskie","Total","Less than 1 year","Year","78.2",""
"2016","PL52","Opolskie","Males","Less than 1 year","Year","74.3",""
"2016","PL52","Opolskie","Females","Less than 1 year","Year","82.0",""
"2016","PL6","Makroregion Pólnocny","Total","Less than 1 year","Year","77.8",""
"2016","PL6","Makroregion Pólnocny","Males","Less than 1 year","Year","73.8",""
"2016","PL6","Makroregion Pólnocny","Females","Less than 1 year","Year","81.8",""
"2016","PL61","Kujawsko-Pomorskie","Total","Less than 1 year","Year","77.8",""
"2016","PL61","Kujawsko-Pomorskie","Males","Less than 1 year","Year","73.7",""
"2016","PL61","Kujawsko-Pomorskie","Females","Less than 1 year","Year","81.7",""
"2016","PL62","Warminsko-Mazurskie","Total","Less than 1 year","Year","77.1",""
"2016","PL62","Warminsko-Mazurskie","Males","Less than 1 year","Year","72.7",""
"2016","PL62","Warminsko-Mazurskie","Females","Less than 1 year","Year","81.6",""
"2016","PL63","Pomorskie","Total","Less than 1 year","Year","78.3",""
"2016","PL63","Pomorskie","Males","Less than 1 year","Year","74.6",""
"2016","PL63","Pomorskie","Females","Less than 1 year","Year","82.0",""
"2016","PT","Portugal","Total","Less than 1 year","Year","81.3",""
"2016","PT","Portugal","Males","Less than 1 year","Year","78.1",""
"2016","PT","Portugal","Females","Less than 1 year","Year","84.3",""
"2016","PT1","Continente","Total","Less than 1 year","Year","81.5",""
"2016","PT1","Continente","Males","Less than 1 year","Year","78.3",""
"2016","PT1","Continente","Females","Less than 1 year","Year","84.4",""
"2016","PT11","Norte","Total","Less than 1 year","Year","81.7",""
"2016","PT11","Norte","Males","Less than 1 year","Year","78.6",""
"2016","PT11","Norte","Females","Less than 1 year","Year","84.7",""
"2016","PT15","Algarve","Total","Less than 1 year","Year","80.3",""
"2016","PT15","Algarve","Males","Less than 1 year","Year","76.7",""
"2016","PT15","Algarve","Females","Less than 1 year","Year","83.9",""
"2016","PT16","Centro (PT)","Total","Less than 1 year","Year","81.5",""
"2016","PT16","Centro (PT)","Males","Less than 1 year","Year","78.4",""
"2016","PT16","Centro (PT)","Females","Less than 1 year","Year","84.5",""
"2016","PT17","Área Metropolitana de Lisboa","Total","Less than 1 year","Year","81.7",""
"2016","PT17","Área Metropolitana de Lisboa","Males","Less than 1 year","Year","78.4",""
"2016","PT17","Área Metropolitana de Lisboa","Females","Less than 1 year","Year","84.7",""
"2016","PT18","Alentejo","Total","Less than 1 year","Year","80.2",""
"2016","PT18","Alentejo","Males","Less than 1 year","Year","77.4",""
"2016","PT18","Alentejo","Females","Less than 1 year","Year","83.1",""
"2016","PT2","Região Autónoma dos Açores (PT)","Total","Less than 1 year","Year","77.6",""
"2016","PT2","Região Autónoma dos Açores (PT)","Males","Less than 1 year","Year","73.9",""
"2016","PT2","Região Autónoma dos Açores (PT)","Females","Less than 1 year","Year","81.4",""
"2016","PT20","Região Autónoma dos Açores (PT)","Total","Less than 1 year","Year","77.6",""
"2016","PT20","Região Autónoma dos Açores (PT)","Males","Less than 1 year","Year","73.9",""
"2016","PT20","Região Autónoma dos Açores (PT)","Females","Less than 1 year","Year","81.4",""
"2016","PT3","Região Autónoma da Madeira (PT)","Total","Less than 1 year","Year","78.5",""
"2016","PT3","Região Autónoma da Madeira (PT)","Males","Less than 1 year","Year","74.3",""
"2016","PT3","Região Autónoma da Madeira (PT)","Females","Less than 1 year","Year","82.1",""
"2016","PT30","Região Autónoma da Madeira (PT)","Total","Less than 1 year","Year","78.5",""
"2016","PT30","Região Autónoma da Madeira (PT)","Males","Less than 1 year","Year","74.3",""
"2016","PT30","Região Autónoma da Madeira (PT)","Females","Less than 1 year","Year","82.1",""
"2016","RO","Romania","Total","Less than 1 year","Year","75.3",""
"2016","RO","Romania","Males","Less than 1 year","Year","71.7",""
"2016","RO","Romania","Females","Less than 1 year","Year","79.1",""
"2016","RO1","Macroregiunea unu","Total","Less than 1 year","Year","75.6",""
"2016","RO1","Macroregiunea unu","Males","Less than 1 year","Year","72.1",""
"2016","RO1","Macroregiunea unu","Females","Less than 1 year","Year","79.1",""
"2016","RO11","Nord-Vest","Total","Less than 1 year","Year","75.3",""
"2016","RO11","Nord-Vest","Males","Less than 1 year","Year","71.8",""
"2016","RO11","Nord-Vest","Females","Less than 1 year","Year","78.9",""
"2016","RO12","Centru","Total","Less than 1 year","Year","75.8",""
"2016","RO12","Centru","Males","Less than 1 year","Year","72.4",""
"2016","RO12","Centru","Females","Less than 1 year","Year","79.4",""
"2016","RO2","Macroregiunea doi","Total","Less than 1 year","Year","74.5",""
"2016","RO2","Macroregiunea doi","Males","Less than 1 year","Year","70.6",""
"2016","RO2","Macroregiunea doi","Females","Less than 1 year","Year","78.8",""
"2016","RO21","Nord-Est","Total","Less than 1 year","Year","74.6",""
"2016","RO21","Nord-Est","Males","Less than 1 year","Year","70.7",""
"2016","RO21","Nord-Est","Females","Less than 1 year","Year","78.8",""
"2016","RO22","Sud-Est","Total","Less than 1 year","Year","74.4",""
"2016","RO22","Sud-Est","Males","Less than 1 year","Year","70.5",""
"2016","RO22","Sud-Est","Females","Less than 1 year","Year","78.7",""
"2016","RO3","Macroregiunea trei","Total","Less than 1 year","Year","75.8",""
"2016","RO3","Macroregiunea trei","Males","Less than 1 year","Year","72.3",""
"2016","RO3","Macroregiunea trei","Females","Less than 1 year","Year","79.3",""
"2016","RO31","Sud - Muntenia","Total","Less than 1 year","Year","75.1",""
"2016","RO31","Sud - Muntenia","Males","Less than 1 year","Year","71.6",""
"2016","RO31","Sud - Muntenia","Females","Less than 1 year","Year","78.9",""
"2016","RO32","Bucuresti - Ilfov","Total","Less than 1 year","Year","76.7",""
"2016","RO32","Bucuresti - Ilfov","Males","Less than 1 year","Year","73.2",""
"2016","RO32","Bucuresti - Ilfov","Females","Less than 1 year","Year","79.9",""
"2016","RO4","Macroregiunea patru","Total","Less than 1 year","Year","75.5",""
"2016","RO4","Macroregiunea patru","Males","Less than 1 year","Year","72.1",""
"2016","RO4","Macroregiunea patru","Females","Less than 1 year","Year","79.0",""
"2016","RO41","Sud-Vest Oltenia","Total","Less than 1 year","Year","75.7",""
"2016","RO41","Sud-Vest Oltenia","Males","Less than 1 year","Year","72.3",""
"2016","RO41","Sud-Vest Oltenia","Females","Less than 1 year","Year","79.3",""
"2016","RO42","Vest","Total","Less than 1 year","Year","75.2",""
"2016","RO42","Vest","Males","Less than 1 year","Year","71.8",""
"2016","RO42","Vest","Females","Less than 1 year","Year","78.5",""
"2016","SI","Slovenia","Total","Less than 1 year","Year","81.2",""
"2016","SI","Slovenia","Males","Less than 1 year","Year","78.2",""
"2016","SI","Slovenia","Females","Less than 1 year","Year","84.3",""
"2016","SI0","Slovenija","Total","Less than 1 year","Year","81.2",""
"2016","SI0","Slovenija","Males","Less than 1 year","Year","78.2",""
"2016","SI0","Slovenija","Females","Less than 1 year","Year","84.3",""
"2016","SI03","Vzhodna Slovenija","Total","Less than 1 year","Year","80.2",""
"2016","SI03","Vzhodna Slovenija","Males","Less than 1 year","Year","77.0",""
"2016","SI03","Vzhodna Slovenija","Females","Less than 1 year","Year","83.3",""
"2016","SI04","Zahodna Slovenija","Total","Less than 1 year","Year","82.6",""
"2016","SI04","Zahodna Slovenija","Males","Less than 1 year","Year","79.6",""
"2016","SI04","Zahodna Slovenija","Females","Less than 1 year","Year","85.4",""
"2016","SK","Slovakia","Total","Less than 1 year","Year","77.3",""
"2016","SK","Slovakia","Males","Less than 1 year","Year","73.8",""
"2016","SK","Slovakia","Females","Less than 1 year","Year","80.7",""
"2016","SK0","Slovensko","Total","Less than 1 year","Year","77.3",""
"2016","SK0","Slovensko","Males","Less than 1 year","Year","73.8",""
"2016","SK0","Slovensko","Females","Less than 1 year","Year","80.7",""
"2016","SK01","Bratislavský kraj","Total","Less than 1 year","Year","78.9",""
"2016","SK01","Bratislavský kraj","Males","Less than 1 year","Year","75.8",""
"2016","SK01","Bratislavský kraj","Females","Less than 1 year","Year","81.6",""
"2016","SK02","Západné Slovensko","Total","Less than 1 year","Year","77.2",""
"2016","SK02","Západné Slovensko","Males","Less than 1 year","Year","73.8",""
"2016","SK02","Západné Slovensko","Females","Less than 1 year","Year","80.6",""
"2016","SK03","Stredné Slovensko","Total","Less than 1 year","Year","77.0",""
"2016","SK03","Stredné Slovensko","Males","Less than 1 year","Year","73.3",""
"2016","SK03","Stredné Slovensko","Females","Less than 1 year","Year","80.6",""
"2016","SK04","Východné Slovensko","Total","Less than 1 year","Year","77.2",""
"2016","SK04","Východné Slovensko","Males","Less than 1 year","Year","73.6",""
"2016","SK04","Východné Slovensko","Females","Less than 1 year","Year","80.6",""
"2016","FI","Finland","Total","Less than 1 year","Year","81.5",""
"2016","FI","Finland","Males","Less than 1 year","Year","78.6",""
"2016","FI","Finland","Females","Less than 1 year","Year","84.4",""
"2016","FI1","Manner-Suomi","Total","Less than 1 year","Year","81.5",""
"2016","FI1","Manner-Suomi","Males","Less than 1 year","Year","78.6",""
"2016","FI1","Manner-Suomi","Females","Less than 1 year","Year","84.4",""
"2016","FI19","Länsi-Suomi","Total","Less than 1 year","Year","81.7",""
"2016","FI19","Länsi-Suomi","Males","Less than 1 year","Year","78.7",""
"2016","FI19","Länsi-Suomi","Females","Less than 1 year","Year","84.6",""
"2016","FI1B","Helsinki-Uusimaa","Total","Less than 1 year","Year","82.0",""
"2016","FI1B","Helsinki-Uusimaa","Males","Less than 1 year","Year","79.2",""
"2016","FI1B","Helsinki-Uusimaa","Females","Less than 1 year","Year","84.5",""
"2016","FI1C","Etelä-Suomi","Total","Less than 1 year","Year","81.3",""
"2016","FI1C","Etelä-Suomi","Males","Less than 1 year","Year","78.4",""
"2016","FI1C","Etelä-Suomi","Females","Less than 1 year","Year","84.1",""
"2016","FI1D","Pohjois- ja Itä-Suomi","Total","Less than 1 year","Year","81.0",""
"2016","FI1D","Pohjois- ja Itä-Suomi","Males","Less than 1 year","Year","77.9",""
"2016","FI1D","Pohjois- ja Itä-Suomi","Females","Less than 1 year","Year","84.2",""
"2016","FI2","Åland","Total","Less than 1 year","Year","80.9",""
"2016","FI2","Åland","Males","Less than 1 year","Year","78.4",""
"2016","FI2","Åland","Females","Less than 1 year","Year","83.5",""
"2016","FI20","Åland","Total","Less than 1 year","Year","80.9",""
"2016","FI20","Åland","Males","Less than 1 year","Year","78.4",""
"2016","FI20","Åland","Females","Less than 1 year","Year","83.5",""
"2016","SE","Sweden","Total","Less than 1 year","Year","82.4",""
"2016","SE","Sweden","Males","Less than 1 year","Year","80.6",""
"2016","SE","Sweden","Females","Less than 1 year","Year","84.1",""
"2016","SE1","Östra Sverige","Total","Less than 1 year","Year","82.6",""
"2016","SE1","Östra Sverige","Males","Less than 1 year","Year","80.8",""
"2016","SE1","Östra Sverige","Females","Less than 1 year","Year","84.3",""
"2016","SE11","Stockholm","Total","Less than 1 year","Year","82.9",""
"2016","SE11","Stockholm","Males","Less than 1 year","Year","81.1",""
"2016","SE11","Stockholm","Females","Less than 1 year","Year","84.5",""
"2016","SE12","Östra Mellansverige","Total","Less than 1 year","Year","82.3",""
"2016","SE12","Östra Mellansverige","Males","Less than 1 year","Year","80.5",""
"2016","SE12","Östra Mellansverige","Females","Less than 1 year","Year","84.1",""
"2016","SE2","Södra Sverige","Total","Less than 1 year","Year","82.5",""
"2016","SE2","Södra Sverige","Males","Less than 1 year","Year","80.7",""
"2016","SE2","Södra Sverige","Females","Less than 1 year","Year","84.3",""
"2016","SE21","Småland med öarna","Total","Less than 1 year","Year","82.7",""
"2016","SE21","Småland med öarna","Males","Less than 1 year","Year","80.8",""
"2016","SE21","Småland med öarna","Females","Less than 1 year","Year","84.7",""
"2016","SE22","Sydsverige","Total","Less than 1 year","Year","82.4",""
"2016","SE22","Sydsverige","Males","Less than 1 year","Year","80.6",""
"2016","SE22","Sydsverige","Females","Less than 1 year","Year","84.2",""
"2016","SE23","Västsverige","Total","Less than 1 year","Year","82.4",""
"2016","SE23","Västsverige","Males","Less than 1 year","Year","80.7",""
"2016","SE23","Västsverige","Females","Less than 1 year","Year","84.1",""
"2016","SE3","Norra Sverige","Total","Less than 1 year","Year","81.8",""
"2016","SE3","Norra Sverige","Males","Less than 1 year","Year","80.1",""
"2016","SE3","Norra Sverige","Females","Less than 1 year","Year","83.5",""
"2016","SE31","Norra Mellansverige","Total","Less than 1 year","Year","81.8",""
"2016","SE31","Norra Mellansverige","Males","Less than 1 year","Year","80.2",""
"2016","SE31","Norra Mellansverige","Females","Less than 1 year","Year","83.3",""
"2016","SE32","Mellersta Norrland","Total","Less than 1 year","Year","81.7",""
"2016","SE32","Mellersta Norrland","Males","Less than 1 year","Year","80.0",""
"2016","SE32","Mellersta Norrland","Females","Less than 1 year","Year","83.4",""
"2016","SE33","Övre Norrland","Total","Less than 1 year","Year","81.8",""
"2016","SE33","Övre Norrland","Males","Less than 1 year","Year","79.9",""
"2016","SE33","Övre Norrland","Females","Less than 1 year","Year","83.8",""
"2016","UK","United Kingdom","Total","Less than 1 year","Year","81.2",""
"2016","UK","United Kingdom","Males","Less than 1 year","Year","79.4",""
"2016","UK","United Kingdom","Females","Less than 1 year","Year","83.0",""
"2016","UKC","North East (UK)","Total","Less than 1 year","Year","79.9",""
"2016","UKC","North East (UK)","Males","Less than 1 year","Year","78.0",""
"2016","UKC","North East (UK)","Females","Less than 1 year","Year","81.6",""
"2016","UKC1","Tees Valley and Durham","Total","Less than 1 year","Year","79.6",""
"2016","UKC1","Tees Valley and Durham","Males","Less than 1 year","Year","77.8",""
"2016","UKC1","Tees Valley and Durham","Females","Less than 1 year","Year","81.3",""
"2016","UKC2","Northumberland and Tyne and Wear","Total","Less than 1 year","Year","80.1",""
"2016","UKC2","Northumberland and Tyne and Wear","Males","Less than 1 year","Year","78.2",""
"2016","UKC2","Northumberland and Tyne and Wear","Females","Less than 1 year","Year","81.9",""
"2016","UKD","North West (UK)","Total","Less than 1 year","Year","80.0",""
"2016","UKD","North West (UK)","Males","Less than 1 year","Year","78.3",""
"2016","UKD","North West (UK)","Females","Less than 1 year","Year","81.7",""
"2016","UKD1","Cumbria","Total","Less than 1 year","Year","81.0",""
"2016","UKD1","Cumbria","Males","Less than 1 year","Year","79.2",""
"2016","UKD1","Cumbria","Females","Less than 1 year","Year","82.7",""
"2016","UKD3","Greater Manchester","Total","Less than 1 year","Year","79.7",""
"2016","UKD3","Greater Manchester","Males","Less than 1 year","Year","78.1",""
"2016","UKD3","Greater Manchester","Females","Less than 1 year","Year","81.3",""
"2016","UKD4","Lancashire","Total","Less than 1 year","Year","80.0",""
"2016","UKD4","Lancashire","Males","Less than 1 year","Year","78.2",""
"2016","UKD4","Lancashire","Females","Less than 1 year","Year","81.8",""
"2016","UKD6","Cheshire","Total","Less than 1 year","Year","81.5",""
"2016","UKD6","Cheshire","Males","Less than 1 year","Year","79.8",""
"2016","UKD6","Cheshire","Females","Less than 1 year","Year","83.0",""
"2016","UKD7","Merseyside","Total","Less than 1 year","Year","79.2",""
"2016","UKD7","Merseyside","Males","Less than 1 year","Year","77.3",""
"2016","UKD7","Merseyside","Females","Less than 1 year","Year","81.0",""
"2016","UKE","Yorkshire and The Humber","Total","Less than 1 year","Year","80.7",""
"2016","UKE","Yorkshire and The Humber","Males","Less than 1 year","Year","78.8",""
"2016","UKE","Yorkshire and The Humber","Females","Less than 1 year","Year","82.5",""
"2016","UKE1","East Yorkshire and Northern Lincolnshire","Total","Less than 1 year","Year","80.5",""
"2016","UKE1","East Yorkshire and Northern Lincolnshire","Males","Less than 1 year","Year","78.4",""
"2016","UKE1","East Yorkshire and Northern Lincolnshire","Females","Less than 1 year","Year","82.5",""
"2016","UKE2","North Yorkshire","Total","Less than 1 year","Year","82.4",""
"2016","UKE2","North Yorkshire","Males","Less than 1 year","Year","80.7",""
"2016","UKE2","North Yorkshire","Females","Less than 1 year","Year","84.1",""
"2016","UKE3","South Yorkshire","Total","Less than 1 year","Year","80.4",""
"2016","UKE3","South Yorkshire","Males","Less than 1 year","Year","78.8",""
"2016","UKE3","South Yorkshire","Females","Less than 1 year","Year","82.0",""
"2016","UKE4","West Yorkshire","Total","Less than 1 year","Year","80.3",""
"2016","UKE4","West Yorkshire","Males","Less than 1 year","Year","78.3",""
"2016","UKE4","West Yorkshire","Females","Less than 1 year","Year","82.2",""
"2016","UKF","East Midlands (UK)","Total","Less than 1 year","Year","81.3",""
"2016","UKF","East Midlands (UK)","Males","Less than 1 year","Year","79.6",""
"2016","UKF","East Midlands (UK)","Females","Less than 1 year","Year","83.1",""
"2016","UKF1","Derbyshire and Nottinghamshire","Total","Less than 1 year","Year","81.1",""
"2016","UKF1","Derbyshire and Nottinghamshire","Males","Less than 1 year","Year","79.4",""
"2016","UKF1","Derbyshire and Nottinghamshire","Females","Less than 1 year","Year","82.8",""
"2016","UKF2","Leicestershire, Rutland and Northamptonshire","Total","Less than 1 year","Year","81.6",""
"2016","UKF2","Leicestershire, Rutland and Northamptonshire","Males","Less than 1 year","Year","79.8",""
"2016","UKF2","Leicestershire, Rutland and Northamptonshire","Females","Less than 1 year","Year","83.3",""
"2016","UKF3","Lincolnshire","Total","Less than 1 year","Year","81.4",""
"2016","UKF3","Lincolnshire","Males","Less than 1 year","Year","79.4",""
"2016","UKF3","Lincolnshire","Females","Less than 1 year","Year","83.3",""
"2016","UKG","West Midlands (UK)","Total","Less than 1 year","Year","80.9",""
"2016","UKG","West Midlands (UK)","Males","Less than 1 year","Year","78.9",""
"2016","UKG","West Midlands (UK)","Females","Less than 1 year","Year","82.8",""
"2016","UKG1","Herefordshire, Worcestershire and Warwickshire","Total","Less than 1 year","Year","81.9",""
"2016","UKG1","Herefordshire, Worcestershire and Warwickshire","Males","Less than 1 year","Year","80.0",""
"2016","UKG1","Herefordshire, Worcestershire and Warwickshire","Females","Less than 1 year","Year","83.8",""
"2016","UKG2","Shropshire and Staffordshire","Total","Less than 1 year","Year","81.1",""
"2016","UKG2","Shropshire and Staffordshire","Males","Less than 1 year","Year","79.4",""
"2016","UKG2","Shropshire and Staffordshire","Females","Less than 1 year","Year","82.8",""
"2016","UKG3","West Midlands","Total","Less than 1 year","Year","80.2",""
"2016","UKG3","West Midlands","Males","Less than 1 year","Year","78.0",""
"2016","UKG3","West Midlands","Females","Less than 1 year","Year","82.4",""
"2016","UKH","East of England","Total","Less than 1 year","Year","82.2",""
"2016","UKH","East of England","Males","Less than 1 year","Year","80.5",""
"2016","UKH","East of England","Females","Less than 1 year","Year","83.8",""
"2016","UKH1","East Anglia","Total","Less than 1 year","Year","82.3",""
"2016","UKH1","East Anglia","Males","Less than 1 year","Year","80.5",""
"2016","UKH1","East Anglia","Females","Less than 1 year","Year","84.1",""
"2016","UKH2","Bedfordshire and Hertfordshire","Total","Less than 1 year","Year","82.6",""
"2016","UKH2","Bedfordshire and Hertfordshire","Males","Less than 1 year","Year","81.0",""
"2016","UKH2","Bedfordshire and Hertfordshire","Females","Less than 1 year","Year","84.2",""
"2016","UKH3","Essex","Total","Less than 1 year","Year","81.7",""
"2016","UKH3","Essex","Males","Less than 1 year","Year","80.1",""
"2016","UKH3","Essex","Females","Less than 1 year","Year","83.2",""
"2016","UKI","London","Total","Less than 1 year","Year","82.8",""
"2016","UKI","London","Males","Less than 1 year","Year","80.8",""
"2016","UKI","London","Females","Less than 1 year","Year","84.7",""
"2016","UKI3","Inner London - West","Total","Less than 1 year","Year","84.1",""
"2016","UKI3","Inner London - West","Males","Less than 1 year","Year","82.1",""
"2016","UKI3","Inner London - West","Females","Less than 1 year","Year","86.1",""
"2016","UKI4","Inner London - East","Total","Less than 1 year","Year","82.0",""
"2016","UKI4","Inner London - East","Males","Less than 1 year","Year","79.9",""
"2016","UKI4","Inner London - East","Females","Less than 1 year","Year","84.0",""
"2016","UKI5","Outer London - East and North East","Total","Less than 1 year","Year","82.2",""
"2016","UKI5","Outer London - East and North East","Males","Less than 1 year","Year","80.1",""
"2016","UKI5","Outer London - East and North East","Females","Less than 1 year","Year","84.1",""
"2016","UKI6","Outer London - South","Total","Less than 1 year","Year","82.9",""
"2016","UKI6","Outer London - South","Males","Less than 1 year","Year","81.0",""
"2016","UKI6","Outer London - South","Females","Less than 1 year","Year","84.5",""
"2016","UKI7","Outer London - West and North West","Total","Less than 1 year","Year","83.5",""
"2016","UKI7","Outer London - West and North West","Males","Less than 1 year","Year","81.6",""
"2016","UKI7","Outer London - West and North West","Females","Less than 1 year","Year","85.4",""
"2016","UKJ","South East (UK)","Total","Less than 1 year","Year","82.5",""
"2016","UKJ","South East (UK)","Males","Less than 1 year","Year","80.8",""
"2016","UKJ","South East (UK)","Females","Less than 1 year","Year","84.1",""
"2016","UKJ1","Berkshire, Buckinghamshire and Oxfordshire","Total","Less than 1 year","Year","82.9",""
"2016","UKJ1","Berkshire, Buckinghamshire and Oxfordshire","Males","Less than 1 year","Year","81.2",""
"2016","UKJ1","Berkshire, Buckinghamshire and Oxfordshire","Females","Less than 1 year","Year","84.5",""
"2016","UKJ2","Surrey, East and West Sussex","Total","Less than 1 year","Year","82.7",""
"2016","UKJ2","Surrey, East and West Sussex","Males","Less than 1 year","Year","80.9",""
"2016","UKJ2","Surrey, East and West Sussex","Females","Less than 1 year","Year","84.4",""
"2016","UKJ3","Hampshire and Isle of Wight","Total","Less than 1 year","Year","82.4",""
"2016","UKJ3","Hampshire and Isle of Wight","Males","Less than 1 year","Year","80.7",""
"2016","UKJ3","Hampshire and Isle of Wight","Females","Less than 1 year","Year","84.0",""
"2016","UKJ4","Kent","Total","Less than 1 year","Year","81.7",""
"2016","UKJ4","Kent","Males","Less than 1 year","Year","80.0",""
"2016","UKJ4","Kent","Females","Less than 1 year","Year","83.4",""
"2016","UKK","South West (UK)","Total","Less than 1 year","Year","82.0",""
"2016","UKK","South West (UK)","Males","Less than 1 year","Year","80.3",""
"2016","UKK","South West (UK)","Females","Less than 1 year","Year","83.7",""
"2016","UKK1","Gloucestershire, Wiltshire and Bristol/Bath area","Total","Less than 1 year","Year","82.0",""
"2016","UKK1","Gloucestershire, Wiltshire and Bristol/Bath area","Males","Less than 1 year","Year","80.2",""
"2016","UKK1","Gloucestershire, Wiltshire and Bristol/Bath area","Females","Less than 1 year","Year","83.7",""
"2016","UKK2","Dorset and Somerset","Total","Less than 1 year","Year","82.3",""
"2016","UKK2","Dorset and Somerset","Males","Less than 1 year","Year","80.6",""
"2016","UKK2","Dorset and Somerset","Females","Less than 1 year","Year","84.0",""
"2016","UKK3","Cornwall and Isles of Scilly","Total","Less than 1 year","Year","81.7",""
"2016","UKK3","Cornwall and Isles of Scilly","Males","Less than 1 year","Year","79.9",""
"2016","UKK3","Cornwall and Isles of Scilly","Females","Less than 1 year","Year","83.4",""
"2016","UKK4","Devon","Total","Less than 1 year","Year","81.7",""
"2016","UKK4","Devon","Males","Less than 1 year","Year","80.2",""
"2016","UKK4","Devon","Females","Less than 1 year","Year","83.2",""
"2016","UKL","Wales","Total","Less than 1 year","Year","80.4",""
